Season;Team;Player;Matches_Played;Goals;Assists;Shots;Passes_Completed;Tackles;Yellow_Cards;Red_Cards;Minutes_Played;Offsides;Fouls;Clean_Sheets
2018/19;Chelsea;Player_1653;21;26;3;88;676;41;7;1;1863;7;5;9
2021/22;Juventus;Player_1654;6;19;8;22;879;6;0;1;959;3;2;7
2019/20;Chelsea;Player_1655;9;26;19;76;175;18;4;2;2881;6;1;2
2017/18;Liverpool;Player_1656;34;8;19;26;768;20;2;2;671;4;8;3
2019/20;Barcelona;Player_1657;6;25;3;69;378;19;1;2;2618;13;8;4
2019/20;Bayern Munich;Player_1658;9;22;7;27;915;26;5;0;1737;0;6;2
2017/18;Chelsea;Player_1659;10;2;6;83;107;40;4;2;1401;4;4;7
2016/17;Barcelona;Player_1660;5;24;15;34;740;37;2;1;2044;10;0;0
2020/21;Juventus;Player_1661;29;5;7;14;227;49;7;0;1180;6;2;4
2019/20;Manchester United;Player_1662;14;16;8;11;685;26;7;0;2793;6;4;14
2017/18;Barcelona;Player_1663;16;8;19;84;370;47;1;1;2580;2;4;14
2022/23;Liverpool;Player_1664;6;2;18;26;759;20;6;2;1779;6;3;4
2021/22;Bayern Munich;Player_1665;5;26;3;59;144;15;0;0;1225;5;6;10
2018/19;Juventus;Player_1666;34;7;15;19;104;26;5;0;3233;10;7;13
2020/21;Liverpool;Player_1667;19;27;3;98;879;38;3;1;2115;2;1;1
2016/17;Paris Saint-Germain;Player_1668;14;2;11;15;939;37;2;0;326;3;8;12
2022/23;Manchester United;Player_1669;32;4;2;37;363;48;3;2;984;2;9;0
2018/19;Juventus;Player_1670;33;27;3;12;469;47;2;2;3438;12;2;5
2021/22;Manchester United;Player_1671;23;8;3;66;388;14;8;0;945;2;9;4
2019/20;Chelsea;Player_1672;23;16;19;45;793;16;5;1;1621;5;0;11
2019/20;Liverpool;Player_1673;35;24;13;27;461;12;1;2;1405;7;2;2
2021/22;Bayern Munich;Player_1674;24;24;7;87;775;20;9;0;2728;6;8;6
2018/19;Paris Saint-Germain;Player_1675;18;28;13;28;671;38;1;2;3270;5;1;12
2022/23;Manchester United;Player_1676;23;4;11;68;750;39;9;2;845;12;2;1
2021/22;Juventus;Player_1677;34;21;0;84;967;38;8;0;1427;14;1;8
2020/21;Bayern Munich;Player_1678;36;17;16;25;374;32;0;1;1945;12;7;12
2021/22;Real Madrid;Player_1679;7;25;7;26;650;46;9;2;350;10;3;10
2016/17;Real Madrid;Player_1680;39;14;8;55;889;41;2;0;3539;4;6;11
2019/20;Liverpool;Player_1681;39;10;0;33;572;18;6;1;3364;8;3;0
2018/19;Bayern Munich;Player_1682;21;12;15;84;865;31;5;1;1127;9;1;6
2016/17;Liverpool;Player_1683;30;10;10;35;500;20;8;0;581;2;4;6
2021/22;Juventus;Player_1684;33;20;17;73;614;12;0;2;133;2;1;12
2022/23;Barcelona;Player_1685;5;7;9;64;405;18;5;0;2915;6;9;3
2016/17;Real Madrid;Player_1686;8;11;4;91;383;19;4;1;2332;4;7;11
2017/18;Bayern Munich;Player_1687;37;27;17;88;314;45;1;0;654;1;1;1
2019/20;Juventus;Player_1688;26;22;12;60;698;23;6;0;3247;13;7;14
2018/19;Chelsea;Player_1689;35;20;7;49;884;9;5;1;3200;4;0;2
2019/20;Chelsea;Player_1690;7;3;12;40;510;6;9;1;1678;7;9;9
2017/18;Paris Saint-Germain;Player_1691;7;27;3;20;419;14;8;0;924;7;9;1
2016/17;Barcelona;Player_1692;16;6;7;60;915;9;7;2;3377;1;2;3
2020/21;Manchester United;Player_1693;28;5;15;38;740;27;5;2;3584;2;9;2
2022/23;Manchester United;Player_1694;3;10;2;90;963;40;7;2;3289;11;9;8
2019/20;Bayern Munich;Player_1695;2;5;16;54;203;14;8;1;1167;3;9;6
2016/17;Manchester United;Player_1696;39;6;17;63;955;48;2;1;1648;0;0;12
2020/21;Real Madrid;Player_1697;16;11;4;62;272;37;6;1;1081;6;8;5
2017/18;Chelsea;Player_1698;23;2;2;19;906;20;9;2;3561;10;0;7
2020/21;Chelsea;Player_1699;28;0;12;12;635;30;4;2;2026;14;0;13
2022/23;Juventus;Player_1700;38;15;12;32;311;13;2;0;3073;14;9;12
2019/20;Chelsea;Player_1701;37;21;1;28;462;40;8;0;2237;1;3;12
2017/18;Manchester United;Player_1702;12;25;6;14;382;36;5;0;3331;8;0;7
2020/21;Real Madrid;Player_1703;19;7;10;71;762;43;7;0;367;14;2;0
2016/17;Paris Saint-Germain;Player_1704;9;6;18;93;910;36;0;1;2789;9;3;8
2017/18;Manchester United;Player_1705;4;29;11;40;796;27;2;2;1849;13;9;8
2017/18;Real Madrid;Player_1706;11;5;6;63;101;37;6;1;415;6;7;2
2016/17;Barcelona;Player_1707;15;26;5;17;835;33;7;2;2592;12;0;6
2021/22;Juventus;Player_1708;18;29;17;52;434;39;6;0;1598;1;3;4
2019/20;Liverpool;Player_1709;2;20;2;88;961;48;5;1;1852;1;1;2
2019/20;Manchester United;Player_1710;2;12;3;79;732;41;6;1;1854;6;1;0
2022/23;Barcelona;Player_1711;18;22;8;86;945;48;4;1;2840;10;9;3
2017/18;Barcelona;Player_1712;27;0;13;12;450;40;0;1;1847;8;1;3
2020/21;Paris Saint-Germain;Player_1713;13;3;4;82;531;24;0;1;1408;0;4;0
2022/23;Paris Saint-Germain;Player_1714;31;26;5;98;820;32;6;1;1246;9;9;2
2018/19;Manchester United;Player_1715;36;18;18;79;974;46;0;2;2983;2;9;14
2016/17;Chelsea;Player_1716;5;6;14;75;341;26;1;2;885;4;9;9
2016/17;Bayern Munich;Player_1717;19;24;13;41;503;24;4;1;2977;7;7;8
2016/17;Real Madrid;Player_1718;24;9;13;99;476;33;7;0;2949;14;6;6
2018/19;Liverpool;Player_1719;19;13;3;61;460;19;1;0;3515;8;4;9
2020/21;Juventus;Player_1720;7;2;7;10;650;10;2;2;3262;10;5;11
2022/23;Juventus;Player_1721;14;8;2;88;540;16;5;1;483;13;2;3
2019/20;Juventus;Player_1722;32;9;16;34;965;48;1;0;2103;0;5;5
2020/21;Bayern Munich;Player_1723;1;29;12;50;894;32;3;1;1888;4;0;9
2016/17;Real Madrid;Player_1724;11;3;10;53;566;41;0;0;770;6;8;10
2022/23;Chelsea;Player_1725;23;18;16;17;565;29;8;2;1956;14;4;4
2021/22;Barcelona;Player_1726;14;2;8;48;854;22;6;1;1661;3;8;10
2021/22;Chelsea;Player_1727;27;9;14;90;813;11;9;0;742;5;8;3
2021/22;Paris Saint-Germain;Player_1728;14;7;6;58;138;41;8;0;2465;5;7;5
2021/22;Liverpool;Player_1729;2;22;17;63;175;10;0;2;1138;4;2;13
2019/20;Chelsea;Player_1730;17;22;14;89;356;34;3;0;1112;0;2;5
2017/18;Barcelona;Player_1731;17;15;4;73;268;43;6;1;1830;9;9;7
2018/19;Liverpool;Player_1732;13;1;2;69;641;34;1;0;3037;2;2;12
2019/20;Chelsea;Player_1733;34;9;8;70;156;19;3;2;2698;10;6;7
2018/19;Liverpool;Player_1734;7;4;11;26;337;6;5;2;2815;4;4;2
2018/19;Manchester United;Player_1735;27;6;18;31;556;24;4;2;2273;2;2;2
2020/21;Barcelona;Player_1736;10;9;9;28;220;12;6;1;268;1;8;11
2018/19;Manchester United;Player_1737;28;20;10;69;784;12;5;1;2633;0;1;9
2016/17;Barcelona;Player_1738;5;10;19;36;480;30;9;0;1127;9;4;14
2016/17;Bayern Munich;Player_1739;32;24;11;18;438;45;5;2;3532;10;0;1
2018/19;Real Madrid;Player_1740;36;20;4;86;179;29;4;1;1064;2;7;5
2020/21;Bayern Munich;Player_1741;2;20;7;17;112;33;4;0;169;12;6;6
2022/23;Chelsea;Player_1742;34;6;1;15;721;17;6;1;2783;13;9;7
2020/21;Juventus;Player_1743;11;2;0;54;247;13;0;0;804;9;0;10
2019/20;Real Madrid;Player_1744;14;29;15;29;793;44;6;1;730;9;4;8
2021/22;Chelsea;Player_1745;14;10;12;21;111;8;6;0;3184;11;4;14
2021/22;Paris Saint-Germain;Player_1746;20;4;15;28;539;18;0;2;3451;7;7;5
2018/19;Chelsea;Player_1747;39;10;17;79;701;22;4;0;679;13;4;7
2022/23;Bayern Munich;Player_1748;7;16;9;15;845;12;5;0;2455;4;4;13
2022/23;Barcelona;Player_1749;38;1;10;37;711;14;9;1;2458;4;7;3
2017/18;Paris Saint-Germain;Player_1750;36;5;2;82;875;27;4;2;443;10;8;4
2018/19;Paris Saint-Germain;Player_1751;37;28;18;30;650;14;2;1;994;4;0;12
2019/20;Juventus;Player_1752;9;11;6;46;370;32;0;1;1047;8;5;2
2019/20;Real Madrid;Player_1753;22;11;13;53;923;34;2;1;513;4;9;2
2020/21;Juventus;Player_1754;27;28;17;40;847;45;3;1;3530;8;9;8
2019/20;Bayern Munich;Player_1755;4;10;2;48;569;39;7;0;1902;8;0;6
2017/18;Manchester United;Player_1756;14;23;11;14;303;41;4;2;3192;14;6;6
2016/17;Liverpool;Player_1757;4;23;6;69;176;36;5;1;2620;3;5;1
2019/20;Liverpool;Player_1758;21;29;0;46;557;5;4;0;2522;2;9;5
2019/20;Manchester United;Player_1759;12;4;9;84;555;33;8;2;226;13;5;2
2017/18;Chelsea;Player_1760;28;12;9;32;239;15;0;2;2748;11;3;14
2022/23;Paris Saint-Germain;Player_1761;18;11;8;47;647;16;2;0;702;12;3;2
2019/20;Liverpool;Player_1762;5;22;2;61;789;43;6;2;2552;0;2;4
2017/18;Juventus;Player_1763;24;14;18;48;720;34;3;2;3541;9;2;11
2019/20;Chelsea;Player_1764;16;25;7;48;281;29;7;1;1906;5;2;11
2021/22;Bayern Munich;Player_1765;29;13;17;59;594;31;9;1;1314;10;5;6
2016/17;Chelsea;Player_1766;11;16;7;22;100;42;7;0;884;3;8;14
2016/17;Real Madrid;Player_1767;23;18;4;87;341;42;6;1;1262;0;0;5
2016/17;Juventus;Player_1768;36;12;3;80;755;13;9;0;3331;12;3;12
2019/20;Manchester United;Player_1769;22;14;17;84;413;44;2;2;504;9;6;7
2016/17;Paris Saint-Germain;Player_1770;34;27;6;18;800;21;0;2;3589;14;6;6
2022/23;Chelsea;Player_1771;8;11;11;52;836;45;4;1;1388;2;5;11
2018/19;Juventus;Player_1772;1;22;15;90;672;37;3;0;2560;11;1;5
2016/17;Real Madrid;Player_1773;23;23;16;64;317;15;8;0;1495;13;8;14
2021/22;Real Madrid;Player_1774;38;3;14;32;861;23;5;1;845;6;4;10
2017/18;Juventus;Player_1775;22;8;0;50;245;15;5;0;1262;8;8;10
2019/20;Real Madrid;Player_1776;18;4;5;73;842;36;0;0;1205;2;1;12
2021/22;Bayern Munich;Player_1777;39;11;15;52;871;40;3;1;2262;0;1;4
2020/21;Bayern Munich;Player_1778;34;20;8;49;587;12;3;1;3531;13;1;11
2016/17;Barcelona;Player_1779;25;15;0;89;976;48;5;2;891;14;5;10
2020/21;Bayern Munich;Player_1780;37;24;10;52;235;32;8;0;1283;7;3;4
2016/17;Chelsea;Player_1781;5;3;5;52;832;39;4;1;3085;4;2;4
2021/22;Juventus;Player_1782;8;11;19;34;871;19;3;2;1554;4;3;2
2018/19;Chelsea;Player_1783;13;4;9;15;856;32;9;1;1250;14;3;11
2017/18;Bayern Munich;Player_1784;20;26;4;87;162;37;2;2;2761;3;0;1
2021/22;Barcelona;Player_1785;38;21;18;34;809;8;0;0;3417;14;1;3
2022/23;Barcelona;Player_1786;33;28;18;63;904;29;3;0;3244;11;7;9
2017/18;Paris Saint-Germain;Player_1787;3;7;16;93;918;37;4;1;1300;3;8;1
2022/23;Bayern Munich;Player_1788;24;19;17;99;861;27;2;2;799;2;3;4
2016/17;Real Madrid;Player_1789;33;14;12;87;588;8;1;1;1757;7;8;0
2019/20;Paris Saint-Germain;Player_1790;36;7;19;69;765;32;9;1;1888;13;4;13
2016/17;Manchester United;Player_1791;2;14;16;73;643;28;1;2;805;9;2;8
2020/21;Juventus;Player_1792;39;6;14;42;263;45;9;0;3441;14;4;5
2019/20;Bayern Munich;Player_1793;27;15;7;38;980;24;4;0;2467;11;3;11
2017/18;Juventus;Player_1794;27;25;16;43;964;26;7;0;1685;1;8;13
2018/19;Chelsea;Player_1795;25;11;14;35;908;48;5;1;952;1;6;3
2019/20;Chelsea;Player_1796;38;1;11;93;220;39;6;1;1445;13;5;10
2021/22;Paris Saint-Germain;Player_1797;20;0;18;20;994;16;9;2;3273;5;9;12
2016/17;Bayern Munich;Player_1798;28;21;15;16;365;35;0;1;676;5;2;2
2022/23;Juventus;Player_1799;8;28;13;90;922;21;7;0;3560;3;4;10
2017/18;Real Madrid;Player_1800;27;3;1;19;214;16;9;2;649;0;0;13
2017/18;Manchester United;Player_1801;25;12;1;40;851;18;0;1;1218;0;2;13
2020/21;Paris Saint-Germain;Player_1802;13;6;12;52;205;19;1;2;2857;9;6;5
2020/21;Barcelona;Player_1803;15;15;16;68;617;44;1;2;3416;7;5;11
2021/22;Barcelona;Player_1804;11;16;4;90;931;6;4;0;2385;6;2;9
2019/20;Real Madrid;Player_1805;21;26;5;33;221;38;7;2;2425;13;5;2
2018/19;Manchester United;Player_1806;16;7;14;82;108;11;7;2;231;1;3;8
2022/23;Barcelona;Player_1807;6;15;3;68;446;48;1;0;2184;13;8;13
2021/22;Chelsea;Player_1808;35;16;13;20;340;23;4;2;281;9;2;9
2016/17;Liverpool;Player_1809;22;16;17;14;898;34;2;2;2292;10;8;14
2022/23;Liverpool;Player_1810;30;17;12;21;836;13;1;2;323;12;4;2
2022/23;Manchester United;Player_1811;11;13;16;50;461;16;8;0;1385;12;5;1
2020/21;Chelsea;Player_1812;14;16;2;22;879;6;7;0;145;13;3;10
2018/19;Manchester United;Player_1813;36;22;13;15;962;47;4;0;3329;7;5;5
2017/18;Manchester United;Player_1814;19;25;2;13;864;38;0;2;3491;12;6;2
2022/23;Juventus;Player_1815;21;1;2;81;426;43;2;2;1869;2;2;12
2016/17;Chelsea;Player_1816;30;21;9;97;313;14;6;0;1372;9;7;14
2018/19;Liverpool;Player_1817;27;8;10;79;136;28;7;2;2846;11;1;5
2020/21;Manchester United;Player_1818;38;23;10;93;109;23;0;2;1898;7;0;8
2016/17;Chelsea;Player_1819;2;0;2;54;735;8;8;2;3480;14;7;10
2021/22;Juventus;Player_1820;14;25;6;25;377;34;7;1;1440;4;4;4
2016/17;Manchester United;Player_1821;13;11;6;44;513;32;4;0;1040;10;9;11
2021/22;Juventus;Player_1822;28;13;10;38;298;44;0;1;237;14;4;13
2019/20;Liverpool;Player_1823;12;13;1;35;470;34;1;1;796;1;8;10
2018/19;Barcelona;Player_1824;19;22;11;35;110;31;1;0;2367;5;1;14
2019/20;Liverpool;Player_1825;34;2;16;68;791;44;9;2;1728;14;1;10
2022/23;Liverpool;Player_1826;14;13;7;95;520;41;5;1;3403;10;3;6
2017/18;Juventus;Player_1827;3;20;1;61;755;12;6;1;1157;11;3;0
2019/20;Juventus;Player_1828;4;11;0;38;221;13;6;1;3549;5;9;1
2018/19;Real Madrid;Player_1829;3;23;3;78;901;5;7;1;1898;1;1;10
2017/18;Liverpool;Player_1830;24;29;10;72;732;30;1;2;2721;8;7;9
2022/23;Juventus;Player_1831;23;5;3;54;176;36;4;2;657;2;4;0
2016/17;Barcelona;Player_1832;2;16;9;73;209;17;9;1;3567;10;7;6
2022/23;Juventus;Player_1833;37;1;3;38;722;32;9;0;2407;11;3;14
2018/19;Juventus;Player_1834;6;9;16;84;674;22;4;2;2218;4;4;0
2016/17;Manchester United;Player_1835;35;11;16;69;346;31;5;1;1542;14;4;4
2016/17;Bayern Munich;Player_1836;38;13;4;85;575;10;3;0;865;8;0;12
2019/20;Chelsea;Player_1837;5;5;14;48;812;33;3;1;1928;5;6;3
2021/22;Barcelona;Player_1838;18;11;14;60;794;20;3;1;570;0;5;12
2020/21;Liverpool;Player_1839;38;29;0;86;142;14;9;0;981;2;0;3
2017/18;Juventus;Player_1840;27;10;11;21;566;32;8;1;3205;2;8;1
2020/21;Liverpool;Player_1841;30;19;0;27;375;14;9;2;3586;7;8;9
2017/18;Paris Saint-Germain;Player_1842;21;10;17;38;848;48;0;2;3118;13;1;0
2020/21;Bayern Munich;Player_1843;25;2;6;82;867;36;2;1;2373;10;1;2
2018/19;Barcelona;Player_1844;17;2;4;77;198;45;3;0;979;11;4;1
2022/23;Barcelona;Player_1845;32;26;19;76;304;29;4;2;1776;10;4;14
2016/17;Paris Saint-Germain;Player_1846;14;17;5;43;736;11;3;1;3161;12;4;1
2022/23;Paris Saint-Germain;Player_1847;14;9;6;59;891;26;8;1;1409;6;0;2
2020/21;Barcelona;Player_1848;25;23;10;42;418;34;2;0;1381;11;4;8
2019/20;Real Madrid;Player_1849;31;29;9;36;532;6;4;2;2815;4;6;10
2016/17;Liverpool;Player_1850;19;16;3;50;868;43;3;1;807;14;2;2
2017/18;Juventus;Player_1851;20;9;15;56;808;33;1;0;1664;11;3;8
2022/23;Paris Saint-Germain;Player_1852;17;20;1;80;873;18;3;1;135;6;9;3
2021/22;Manchester United;Player_1853;37;8;15;53;157;47;5;0;2423;4;1;6
2020/21;Manchester United;Player_1854;12;11;4;65;350;33;2;2;3378;6;4;12
2016/17;Chelsea;Player_1855;19;0;18;29;946;45;7;1;2142;1;1;13
2022/23;Liverpool;Player_1856;20;1;1;54;133;46;6;2;552;12;8;12
2020/21;Barcelona;Player_1857;38;11;0;41;795;9;6;2;1220;5;8;1
2022/23;Barcelona;Player_1858;33;24;3;39;797;28;8;1;3123;8;2;9
2020/21;Paris Saint-Germain;Player_1859;34;3;9;12;568;13;2;1;1662;13;9;11
2020/21;Manchester United;Player_1860;24;16;5;31;710;16;3;0;1666;13;7;12
2018/19;Real Madrid;Player_1861;38;1;1;55;557;40;1;0;1530;10;6;11
2018/19;Bayern Munich;Player_1862;1;25;17;37;247;40;0;2;770;3;4;7
2022/23;Manchester United;Player_1863;29;19;19;57;128;45;5;2;3160;0;1;9
2019/20;Liverpool;Player_1864;8;23;19;61;718;5;7;1;327;13;7;4
2020/21;Paris Saint-Germain;Player_1865;33;5;12;18;256;46;0;0;1888;14;2;2
2017/18;Barcelona;Player_1866;6;8;11;89;208;42;6;0;2758;7;6;1
2019/20;Barcelona;Player_1867;35;12;14;13;485;9;0;0;990;10;0;12
2016/17;Paris Saint-Germain;Player_1868;13;8;1;66;179;48;0;0;1704;8;6;9
2020/21;Liverpool;Player_1869;34;11;12;25;969;11;2;1;2701;13;1;2
2018/19;Bayern Munich;Player_1870;23;15;8;50;671;39;0;0;1280;14;0;0
2022/23;Liverpool;Player_1871;20;27;16;98;950;34;3;2;1633;8;1;4
2019/20;Juventus;Player_1872;22;6;5;73;816;12;5;0;2378;6;5;10
2017/18;Juventus;Player_1873;3;12;8;98;602;6;1;1;1349;5;4;14
2020/21;Paris Saint-Germain;Player_1874;7;21;3;70;592;38;3;0;182;14;3;4
2019/20;Real Madrid;Player_1875;37;18;11;78;909;36;6;1;2173;6;5;3
2019/20;Manchester United;Player_1876;26;27;8;43;201;16;6;0;895;12;4;10
2021/22;Bayern Munich;Player_1877;4;1;15;83;646;46;6;0;3599;8;0;10
2022/23;Bayern Munich;Player_1878;7;17;17;75;920;45;5;2;252;3;6;10
2017/18;Bayern Munich;Player_1879;39;14;18;39;522;39;9;0;1459;12;9;8
2018/19;Bayern Munich;Player_1880;4;25;16;16;487;45;5;1;2352;14;9;10
2018/19;Juventus;Player_1881;23;4;9;37;263;28;2;2;1670;9;3;2
2021/22;Paris Saint-Germain;Player_1882;3;24;2;14;212;13;6;1;1467;7;7;1
2022/23;Chelsea;Player_1883;29;20;12;18;467;36;6;0;1138;14;6;1
2020/21;Paris Saint-Germain;Player_1884;6;14;8;43;585;29;0;1;1859;7;3;5
2021/22;Real Madrid;Player_1885;23;21;15;71;154;30;6;0;2057;12;2;10
2017/18;Chelsea;Player_1886;29;21;13;76;937;27;3;0;502;10;3;14
2022/23;Paris Saint-Germain;Player_1887;36;26;18;54;542;26;9;2;982;5;0;12
2019/20;Juventus;Player_1888;32;17;13;19;626;47;3;0;3027;12;8;14
2019/20;Paris Saint-Germain;Player_1889;32;11;9;58;914;42;9;1;3077;7;0;2
2017/18;Paris Saint-Germain;Player_1890;21;5;9;38;159;9;9;0;3514;5;5;11
2021/22;Juventus;Player_1891;14;22;17;67;942;44;7;1;2175;9;1;10
2019/20;Chelsea;Player_1892;6;26;16;11;772;27;8;0;2635;1;8;5
2016/17;Paris Saint-Germain;Player_1893;24;8;19;24;178;22;8;1;3162;2;0;7
2019/20;Liverpool;Player_1894;10;18;0;36;462;15;3;0;3236;0;5;9
2016/17;Barcelona;Player_1895;17;15;1;51;384;20;4;2;3220;10;4;5
2020/21;Paris Saint-Germain;Player_1896;25;11;14;64;377;38;6;0;1883;13;0;6
2020/21;Paris Saint-Germain;Player_1897;38;16;11;67;505;15;3;0;3120;8;1;10
2017/18;Bayern Munich;Player_1898;29;10;0;67;810;29;9;1;3067;8;5;7
2018/19;Real Madrid;Player_1899;20;16;4;43;810;49;0;2;488;12;3;11
2022/23;Liverpool;Player_1900;16;16;6;50;159;39;8;1;2486;9;3;9
2022/23;Liverpool;Player_1901;34;24;0;35;696;18;8;0;1960;4;9;11
2021/22;Paris Saint-Germain;Player_1902;15;9;9;70;588;28;0;1;436;5;2;13
2021/22;Bayern Munich;Player_1903;19;25;13;96;228;27;4;1;1131;5;4;11
2018/19;Liverpool;Player_1904;28;23;2;35;377;25;6;1;1909;3;5;1
2019/20;Manchester United;Player_1905;36;3;17;20;694;13;1;0;1985;11;3;2
2020/21;Bayern Munich;Player_1906;21;25;10;29;752;42;2;1;2814;9;6;14
2021/22;Manchester United;Player_1907;7;10;12;79;395;7;5;2;1626;10;9;2
2020/21;Juventus;Player_1908;37;25;17;37;347;27;8;1;2766;8;4;12
2020/21;Manchester United;Player_1909;21;6;19;31;834;49;3;1;3449;3;8;13
2020/21;Liverpool;Player_1910;37;0;13;62;431;19;4;2;1803;11;0;10
2021/22;Liverpool;Player_1911;35;17;1;33;528;38;7;0;1084;13;8;13
2016/17;Real Madrid;Player_1912;10;10;15;96;592;26;3;2;1736;1;6;3
2019/20;Liverpool;Player_1913;7;24;15;27;751;15;6;2;3220;0;7;5
2022/23;Real Madrid;Player_1914;11;19;15;98;992;49;0;1;2260;3;4;1
2020/21;Liverpool;Player_1915;38;17;19;11;974;30;3;1;2642;3;4;8
2019/20;Bayern Munich;Player_1916;8;3;10;70;125;13;7;2;2753;14;2;14
2022/23;Chelsea;Player_1917;13;22;6;43;642;20;2;0;1374;10;3;0
2021/22;Manchester United;Player_1918;4;12;2;76;236;9;4;2;3035;12;1;0
2020/21;Paris Saint-Germain;Player_1919;24;2;12;83;354;14;3;0;1754;8;1;11
2018/19;Chelsea;Player_1920;18;26;2;29;285;15;3;0;2243;7;8;5
2016/17;Chelsea;Player_1921;3;25;12;39;849;10;9;1;1726;7;2;12
2022/23;Barcelona;Player_1922;38;27;13;18;184;24;1;2;3043;10;5;9
2020/21;Juventus;Player_1923;35;9;17;74;376;34;4;1;2529;0;2;12
2021/22;Juventus;Player_1924;14;9;16;12;368;28;0;2;2048;7;3;11
2022/23;Liverpool;Player_1925;14;21;5;17;188;23;6;0;1894;3;2;13
2021/22;Manchester United;Player_1926;18;7;3;57;473;48;8;1;1131;2;5;13
2020/21;Juventus;Player_1927;33;22;16;62;216;47;7;2;655;11;8;14
2019/20;Manchester United;Player_1928;6;22;15;85;553;11;1;0;2484;7;9;9
2019/20;Liverpool;Player_1929;7;6;2;43;801;45;3;0;2690;7;0;3
2017/18;Real Madrid;Player_1930;17;26;9;28;850;6;4;2;1461;13;7;8
2021/22;Juventus;Player_1931;17;20;17;32;386;38;0;2;1789;11;9;9
2017/18;Paris Saint-Germain;Player_1932;2;11;2;69;651;26;6;1;311;7;4;9
2019/20;Barcelona;Player_1933;29;3;12;14;283;6;4;0;1884;10;5;9
2022/23;Bayern Munich;Player_1934;20;18;19;18;395;28;2;2;1965;13;4;2
2019/20;Real Madrid;Player_1935;18;17;15;35;117;28;6;2;1813;4;9;11
2019/20;Paris Saint-Germain;Player_1936;2;7;13;15;150;33;4;2;567;11;6;11
2016/17;Juventus;Player_1937;36;10;1;15;628;40;3;2;2423;1;2;10
2017/18;Real Madrid;Player_1938;21;25;18;38;323;24;3;0;1306;3;1;12
2021/22;Liverpool;Player_1939;35;14;10;90;222;31;9;2;2010;3;6;6
2018/19;Liverpool;Player_1940;1;0;6;43;891;49;1;0;513;14;9;8
2018/19;Barcelona;Player_1941;15;5;3;68;778;48;6;0;1909;13;5;13
2021/22;Bayern Munich;Player_1942;24;27;1;62;291;37;9;0;2613;14;3;5
2020/21;Juventus;Player_1943;7;2;18;67;420;6;4;2;582;10;1;12
2020/21;Chelsea;Player_1944;31;21;12;14;220;44;7;0;2243;10;3;6
2022/23;Paris Saint-Germain;Player_1945;29;13;5;93;415;27;6;2;3143;14;8;11
2018/19;Liverpool;Player_1946;19;12;6;24;651;45;6;2;1650;9;3;6
2016/17;Paris Saint-Germain;Player_1947;1;15;13;26;937;18;5;0;2126;7;4;10
2017/18;Paris Saint-Germain;Player_1948;29;4;16;30;568;10;0;1;686;4;7;4
2022/23;Chelsea;Player_1949;20;0;10;99;876;42;4;0;861;13;2;3
2022/23;Paris Saint-Germain;Player_1950;2;19;17;40;217;26;0;0;2235;11;7;12
2021/22;Manchester United;Player_1951;1;4;17;42;800;13;4;1;3536;9;9;12
2022/23;Liverpool;Player_1952;15;24;11;75;656;27;7;2;3461;13;1;8
2022/23;Liverpool;Player_1953;5;21;15;80;932;21;3;2;1826;7;4;1
2022/23;Manchester United;Player_1954;30;0;10;69;290;34;3;2;1078;5;5;5
2018/19;Juventus;Player_1955;22;21;17;28;440;38;5;2;1838;14;6;13
2019/20;Bayern Munich;Player_1956;4;24;11;16;874;46;4;0;2978;6;9;9
2017/18;Juventus;Player_1957;1;26;3;91;668;21;9;1;989;11;0;13
2021/22;Manchester United;Player_1958;3;19;14;41;377;39;4;0;3518;12;3;5
2017/18;Bayern Munich;Player_1959;38;11;5;63;617;29;4;0;2480;7;1;8
2017/18;Chelsea;Player_1960;13;29;9;11;911;26;0;2;2737;14;1;3
2016/17;Manchester United;Player_1961;39;15;15;87;668;12;7;0;1448;2;9;0
2016/17;Juventus;Player_1962;1;8;9;88;898;28;5;1;2066;11;7;12
2016/17;Paris Saint-Germain;Player_1963;7;27;7;74;354;38;9;2;1591;11;8;10
2018/19;Real Madrid;Player_1964;7;17;12;50;679;9;1;1;1297;2;1;7
2018/19;Juventus;Player_1965;10;11;17;71;585;33;6;2;3022;10;6;9
2020/21;Barcelona;Player_1966;28;20;12;14;338;26;6;0;1575;0;3;7
2018/19;Manchester United;Player_1967;3;10;17;97;515;48;1;1;736;8;5;4
2019/20;Paris Saint-Germain;Player_1968;7;7;2;44;582;13;0;1;1032;9;5;7
2016/17;Juventus;Player_1969;5;4;14;19;265;21;1;2;277;5;1;5
2022/23;Liverpool;Player_1970;7;0;10;89;919;26;1;2;2463;4;8;2
2018/19;Paris Saint-Germain;Player_1971;13;22;18;20;982;33;1;2;2866;5;3;11
2019/20;Real Madrid;Player_1972;10;22;11;94;910;40;7;1;1612;10;6;5
2017/18;Manchester United;Player_1973;24;28;16;22;354;8;7;0;2653;10;7;7
2017/18;Chelsea;Player_1974;37;12;10;15;287;15;4;2;185;3;0;12
2017/18;Juventus;Player_1975;14;12;11;48;556;40;5;0;2747;14;5;0
2022/23;Paris Saint-Germain;Player_1976;27;27;18;78;899;47;3;2;3058;12;8;14
2021/22;Manchester United;Player_1977;4;16;6;74;295;43;9;0;969;10;4;13
2020/21;Bayern Munich;Player_1978;15;26;13;25;574;25;6;2;955;7;0;6
