Temporada;Equipo;Jugador;Partidos_Jugados;Goles;Asistencias;Disparos;Pases_completados;Tacles;Amarillas;Rojas;Minutos_jugados;Fueras_de_juego;Faltas;Porterias_a_cero
2017/18;Real Madrid;V. F?nd?kl?;32;10;4;60;909;19;2;2;1019;0;2;3
2020/21;Paris Saint-Germain;Denilson;30;14;6;17;716;14;9;1;1253;11;7;13
2016/17;Manchester United;J. Villota;10;21;14;18;584;27;8;2;1703;11;6;9
2016/17;Manchester United;Isma López;37;15;0;41;892;8;3;2;3254;4;8;7
2019/20;Bayern Munich;B. Riveros;3;20;2;18;221;47;1;0;3150;7;6;9
2018/19;Liverpool;I. Chebake;25;16;16;13;103;47;8;1;2009;8;3;14
2019/20;Chelsea;F. Schultz;8;20;9;38;828;6;6;2;406;1;2;13
2017/18;Juventus;F. Kurto;15;25;14;45;742;35;2;1;386;13;9;1
2016/17;Chelsea;S. Mosquera;28;18;4;76;995;32;1;2;840;7;3;12
2016/17;Liverpool;F. Seymour;20;12;6;97;509;37;9;0;460;8;9;5
2017/18;Bayern Munich;R. Ghoochannejhad;36;8;12;16;778;46;5;1;3425;8;8;9
2021/22;Real Madrid;R. Maniero;24;20;10;86;362;33;4;2;1975;12;9;0
2018/19;Barcelona;N. Theuerkauf;7;10;7;32;481;17;4;2;1420;0;5;5
2022/23;Barcelona;F. Fielding;1;20;6;28;463;10;9;2;2733;13;8;7
2021/22;Real Madrid;C. Lampe;35;25;14;73;368;29;5;1;2355;2;5;1
2020/21;Barcelona;A. Guliev;28;14;9;18;636;13;8;2;2873;1;4;8
2019/20;Manchester United;Luciano Cacheira;14;23;15;58;194;43;3;1;301;4;1;9
2021/22;Liverpool;Alberto;32;7;5;96;809;27;2;2;3063;2;4;2
2021/22;Barcelona;J. Gyau;35;5;4;42;891;37;4;2;1748;6;2;3
2019/20;Manchester United;B. Gimber;9;17;14;23;675;46;7;2;2536;6;3;12
2018/19;Liverpool;C. Rodríguez;24;6;2;94;861;28;1;1;1878;1;9;2
2019/20;Liverpool;K. Fortuné;25;3;1;60;234;16;0;0;2866;0;4;14
2019/20;Paris Saint-Germain;Y. Komai;36;24;13;70;132;5;4;2;2885;7;8;7
2022/23;Bayern Munich;N. Eliasson;37;19;7;68;496;46;1;2;3149;10;0;3
2022/23;Paris Saint-Germain;L. Gülen;27;1;18;14;923;10;4;1;1888;9;6;6
2020/21;Liverpool;Júnior Negão;25;21;9;38;808;25;2;0;1128;4;3;0
2016/17;Liverpool;S. Ay;28;25;1;30;728;35;8;0;2024;5;2;11
2019/20;Liverpool;Y. Cabrera;10;0;19;98;640;38;9;0;2128;8;1;12
2022/23;Bayern Munich;A. El Messaoudi;22;18;9;91;704;8;1;1;1996;8;2;11
2017/18;Bayern Munich;M. López;16;12;8;25;320;9;9;0;1334;1;4;14
2022/23;Liverpool;A. Rrahmani;2;3;1;17;756;23;7;2;2684;5;7;5
2016/17;Barcelona;C. Rizzuto;12;19;19;67;279;33;3;1;2944;6;2;1
2016/17;Real Madrid;Roldão Riso;23;27;3;92;129;9;3;2;3482;1;4;2
2019/20;Bayern Munich;K. Rowe;29;21;13;27;948;43;4;2;3116;9;2;5
2022/23;Liverpool;Y. Cabral;32;13;9;66;944;43;5;0;3069;14;9;5
2022/23;Barcelona;B. Sangaré;29;25;8;32;934;13;8;1;1602;7;5;0
2018/19;Manchester United;D. Bomheuer;20;6;12;64;123;43;8;0;779;7;7;14
2021/22;Barcelona;L. Gregory;6;26;2;58;894;18;3;2;348;7;9;1
2017/18;Barcelona;Alex Geijo;20;22;6;84;113;6;1;2;1898;2;8;9
2019/20;Liverpool;N. Byrne;19;5;16;62;366;32;9;1;748;3;1;12
2017/18;Paris Saint-Germain;Anderson Lopes;37;3;18;21;719;21;7;1;3375;9;8;11
2022/23;Paris Saint-Germain;A. Rosati;20;5;18;57;322;23;6;1;1115;3;9;2
2016/17;Liverpool;Jang Hyeon Soo;24;21;3;98;429;22;0;2;1269;11;3;0
2016/17;Chelsea;I. Sackey;2;25;11;77;987;42;1;2;3119;5;0;12
2022/23;Paris Saint-Germain;J. Huth;16;16;10;91;348;49;1;0;2775;1;5;13
2021/22;Bayern Munich;M. Makola;2;20;4;63;656;46;0;0;1484;8;9;4
2017/18;Chelsea;J. Blaswich;4;23;13;49;507;41;7;2;2763;8;0;14
2016/17;Liverpool;Rafa López;4;24;19;47;846;28;3;0;2398;12;0;14
2017/18;Juventus;L. Choutesiotis;30;26;15;82;411;22;5;0;1092;7;8;11
2019/20;Paris Saint-Germain;E. Oikonomou;37;15;3;39;340;21;7;0;1097;14;0;0
2017/18;Bayern Munich;F. Depaoli;30;26;4;48;368;12;8;2;2904;7;4;2
2018/19;Barcelona;S. Taylor;24;24;14;17;929;14;1;2;1964;13;3;13
2016/17;Manchester United;B. Martella;8;22;0;76;871;26;6;0;560;1;2;0
2016/17;Real Madrid;M. D?browski;28;8;7;70;307;42;7;1;1953;11;9;8
2019/20;Chelsea;Pêpê;2;13;12;21;297;43;0;2;1735;13;1;4
2020/21;Barcelona;E. Cobbaut;27;19;15;18;280;25;7;1;691;6;5;1
2021/22;Real Madrid;C. Carter-Vickers;11;20;18;55;443;49;4;2;1861;0;0;5
2018/19;Barcelona;N. Dalmonte;8;24;2;35;918;24;6;1;244;4;9;9
2017/18;Chelsea;Fernando Karanga;7;4;4;54;684;15;1;1;2541;2;3;3
2017/18;Liverpool;R. Pröpper;8;19;10;10;715;28;4;2;436;0;9;4
2021/22;Barcelona;M. Hamdy;11;26;18;57;311;46;4;0;2802;11;1;3
2016/17;Barcelona;W. López;11;4;6;34;718;22;3;1;2891;12;0;9
2019/20;Juventus;P. Hamel;12;26;0;72;246;30;1;1;3356;0;9;2
2021/22;Manchester United;F. Píriz;18;25;7;36;277;16;0;2;651;0;2;14
2018/19;Manchester United;P. Bråtveit;21;4;2;63;192;20;2;0;2291;1;1;9
2018/19;Liverpool;Javi Guerra;23;5;19;66;282;8;8;0;797;0;0;8
2021/22;Barcelona;M. Sax;15;5;0;84;596;5;3;1;2249;11;4;3
2017/18;Manchester United;D. Keita-Ruel;33;14;16;54;170;15;0;2;3582;5;0;9
2022/23;Real Madrid;M. Koval;22;18;14;86;217;38;2;0;1058;7;4;2
2017/18;Liverpool;A. Gholizadeh;3;12;13;89;596;19;8;0;1590;1;8;12
2019/20;Bayern Munich;D. Suzuki;5;26;15;44;485;6;6;0;554;8;3;0
2019/20;Manchester United;F. Pellegrino;12;1;4;46;965;35;6;2;2922;0;8;0
2020/21;Manchester United;O. Darfalou;5;20;3;34;992;5;8;1;688;1;5;1
2022/23;Barcelona;E. Konsa;18;9;4;13;150;49;0;0;675;0;7;3
2020/21;Liverpool;V. Alvarado;1;9;16;70;488;13;0;2;613;9;8;5
2017/18;Manchester United;P. Rodríguez;36;27;8;39;796;27;2;2;116;9;1;11
2017/18;Chelsea;D. Gordon;19;4;3;57;840;25;1;1;1149;5;5;6
2020/21;Manchester United;Felipe Curcio;21;19;10;32;276;14;1;0;1252;0;7;1
2022/23;Real Madrid;T. Valls;38;3;2;77;293;17;6;2;1469;6;3;12
2021/22;Liverpool;N. Haas;3;17;16;96;220;35;0;1;1249;1;3;2
2022/23;Real Madrid;J. Glad;33;22;12;34;418;45;3;0;3524;3;7;9
2018/19;Paris Saint-Germain;W. Bruin;20;3;11;82;454;38;4;2;3161;0;3;6
2020/21;Barcelona;J. Corona;26;10;4;33;665;31;2;2;1716;2;4;8
2018/19;Chelsea;G. Zigoni;21;26;3;88;676;41;7;1;1863;7;5;9
2021/22;Juventus;M. Radovi?;6;19;8;22;879;6;0;1;959;3;2;7
2019/20;Chelsea;L. Moult;9;26;19;76;175;18;4;2;2881;6;1;2
2017/18;Liverpool;J. Ardaiz;34;8;19;26;768;20;2;2;671;4;8;3
2019/20;Barcelona;O. De Wolf;6;25;3;69;378;19;1;2;2618;13;8;4
2019/20;Bayern Munich;J. Martins Pereira;9;22;7;27;915;26;5;0;1737;0;6;2
2017/18;Chelsea;Alson Botelho;10;2;6;83;107;40;4;2;1401;4;4;7
2016/17;Barcelona;Javi Muñoz;5;24;15;34;740;37;2;1;2044;10;0;0
2020/21;Juventus;L. Ceballos;29;5;7;14;227;49;7;0;1180;6;2;4
2019/20;Manchester United;J. Hunt;14;16;8;11;685;26;7;0;2793;6;4;14
2017/18;Barcelona;L. De Bock;16;8;19;84;370;47;1;1;2580;2;4;14
2022/23;Liverpool;A. Aldrete;6;2;18;26;759;20;6;2;1779;6;3;4
2021/22;Bayern Munich;Bruno Pires;5;26;3;59;144;15;0;0;1225;5;6;10
2018/19;Juventus;J. Castelletto;34;7;15;19;104;26;5;0;3233;10;7;13
2020/21;Liverpool;W. Bakhashwain;19;27;3;98;879;38;3;1;2115;2;1;1
2016/17;Paris Saint-Germain;A. Ashraf;14;2;11;15;939;37;2;0;326;3;8;12
2022/23;Manchester United;A. Šporar;32;4;2;37;363;48;3;2;984;2;9;0
2018/19;Juventus;D. Hernández;33;27;3;12;469;47;2;2;3438;12;2;5
2021/22;Manchester United;D. Boer;23;8;3;66;388;14;8;0;945;2;9;4
2019/20;Chelsea;M. Zeffane;23;16;19;45;793;16;5;1;1621;5;0;11
2019/20;Liverpool;Ilori;35;24;13;27;461;12;1;2;1405;7;2;2
2021/22;Bayern Munich;M. Odubajo;24;24;7;87;775;20;9;0;2728;6;8;6
2018/19;Paris Saint-Germain;Riqui Puig;18;28;13;28;671;38;1;2;3270;5;1;12
2022/23;Manchester United;M. Ibarra;23;4;11;68;750;39;9;2;845;12;2;1
2021/22;Juventus;A. Pérez;34;21;0;84;967;38;8;0;1427;14;1;8
2020/21;Bayern Munich;Diogo Coelho;36;17;16;25;374;32;0;1;1945;12;7;12
2021/22;Real Madrid;M. Rojas;7;25;7;26;650;46;9;2;350;10;3;10
2016/17;Real Madrid;A. Parot;39;14;8;55;889;41;2;0;3539;4;6;11
2019/20;Liverpool;Sandaza;39;10;0;33;572;18;6;1;3364;8;3;0
2018/19;Bayern Munich;D. Sundgren;21;12;15;84;865;31;5;1;1127;9;1;6
2016/17;Liverpool;O. Altman;30;10;10;35;500;20;8;0;581;2;4;6
2021/22;Juventus;G. Maroni;33;20;17;73;614;12;0;2;133;2;1;12
2022/23;Barcelona;H. Moukoudi;5;7;9;64;405;18;5;0;2915;6;9;3
2016/17;Real Madrid;Lucas Tagliapietra;8;11;4;91;383;19;4;1;2332;4;7;11
2017/18;Bayern Munich;K. Kodro;37;27;17;88;314;45;1;0;654;1;1;1
2019/20;Juventus;S. Gallagher;26;22;12;60;698;23;6;0;3247;13;7;14
2018/19;Chelsea;Alex;35;20;7;49;884;9;5;1;3200;4;0;2
2019/20;Chelsea;Alex López;7;3;12;40;510;6;9;1;1678;7;9;9
2017/18;Paris Saint-Germain;O. Scarione;7;27;3;20;419;14;8;0;924;7;9;1
2016/17;Barcelona;M. Janko;16;6;7;60;915;9;7;2;3377;1;2;3
2020/21;Manchester United;S. Beitashour;28;5;15;38;740;27;5;2;3584;2;9;2
2022/23;Manchester United;M. Schubert;3;10;2;90;963;40;7;2;3289;11;9;8
2019/20;Bayern Munich;J. Hoogma;2;5;16;54;203;14;8;1;1167;3;9;6
2016/17;Manchester United;J. Narváez;39;6;17;63;955;48;2;1;1648;0;0;12
2020/21;Real Madrid;E. Rescaldani;16;11;4;62;272;37;6;1;1081;6;8;5
2017/18;Chelsea;M. Abu;23;2;2;19;906;20;9;2;3561;10;0;7
2020/21;Chelsea;M. Karl;28;0;12;12;635;30;4;2;2026;14;0;13
2022/23;Juventus;C. Arango;38;15;12;32;311;13;2;0;3073;14;9;12
2019/20;Chelsea;Kanu;37;21;1;28;462;40;8;0;2237;1;3;12
2017/18;Manchester United;J. Schouten;12;25;6;14;382;36;5;0;3331;8;0;7
2020/21;Real Madrid;P. Hoban;19;7;10;71;762;43;7;0;367;14;2;0
2016/17;Paris Saint-Germain;Dai Lin;9;6;18;93;910;36;0;1;2789;9;3;8
2017/18;Manchester United;F. N'Sakala;4;29;11;40;796;27;2;2;1849;13;9;8
2017/18;Real Madrid;E. Pisano;11;5;6;63;101;37;6;1;415;6;7;2
2016/17;Barcelona;F. Balmont;15;26;5;17;835;33;7;2;2592;12;0;6
2021/22;Juventus;C. Leitgeb;18;29;17;52;434;39;6;0;1598;1;3;4
2019/20;Liverpool;J. Niezgoda;2;20;2;88;961;48;5;1;1852;1;1;2
2019/20;Manchester United;L. Wallace;2;12;3;79;732;41;6;1;1854;6;1;0
2022/23;Barcelona;M. Gakpa;18;22;8;86;945;48;4;1;2840;10;9;3
2017/18;Barcelona;C. Cadden;27;0;13;12;450;40;0;1;1847;8;1;3
2020/21;Paris Saint-Germain;E. Torregrossa;13;3;4;82;531;24;0;1;1408;0;4;0
2022/23;Paris Saint-Germain;C. Strandberg;31;26;5;98;820;32;6;1;1246;9;9;2
2018/19;Manchester United;S. Khelifi;36;18;18;79;974;46;0;2;2983;2;9;14
2016/17;Chelsea;J. Abrigo;5;6;14;75;341;26;1;2;885;4;9;9
2016/17;Bayern Munich;L. Mora;19;24;13;41;503;24;4;1;2977;7;7;8
2016/17;Real Madrid;K. Higashi;24;9;13;99;476;33;7;0;2949;14;6;6
2018/19;Liverpool;Rômulão Selva;19;13;3;61;460;19;1;0;3515;8;4;9
2020/21;Juventus;P. Dawidowicz;7;2;7;10;650;10;2;2;3262;10;5;11
2022/23;Juventus;F. Ojo;14;8;2;88;540;16;5;1;483;13;2;3
2019/20;Juventus;K. Misao;32;9;16;34;965;48;1;0;2103;0;5;5
2020/21;Bayern Munich;I. Mystakidis;1;29;12;50;894;32;3;1;1888;4;0;9
2016/17;Real Madrid;Z. Boucher;11;3;10;53;566;41;0;0;770;6;8;10
2022/23;Chelsea;Aguilera;23;18;16;17;565;29;8;2;1956;14;4;4
2021/22;Barcelona;A. Co?elev;14;2;8;48;854;22;6;1;1661;3;8;10
2021/22;Chelsea;A. Avlonitis;27;9;14;90;813;11;9;0;742;5;8;3
2021/22;Paris Saint-Germain;Neris;14;7;6;58;138;41;8;0;2465;5;7;5
2021/22;Liverpool;D. Oberlin;2;22;17;63;175;10;0;2;1138;4;2;13
2019/20;Chelsea;D. Sánchez;17;22;14;89;356;34;3;0;1112;0;2;5
2017/18;Barcelona;B. Bjarnason;17;15;4;73;268;43;6;1;1830;9;9;7
2018/19;Liverpool;K. Pierie;13;1;2;69;641;34;1;0;3037;2;2;12
2019/20;Chelsea;Hernán;34;9;8;70;156;19;3;2;2698;10;6;7
2018/19;Liverpool;J. Carrascal;7;4;11;26;337;6;5;2;2815;4;4;2
2018/19;Manchester United;Ailton Cardenhas;27;6;18;31;556;24;4;2;2273;2;2;2
2020/21;Barcelona;S. Thesker;10;9;9;28;220;12;6;1;268;1;8;11
2018/19;Manchester United;R. Fernández;28;20;10;69;784;12;5;1;2633;0;1;9
2016/17;Barcelona;J. Lazare Amani;5;10;19;36;480;30;9;0;1127;9;4;14
2016/17;Bayern Munich;D. Llanos;32;24;11;18;438;45;5;2;3532;10;0;1
2018/19;Real Madrid;H. Bazile;36;20;4;86;179;29;4;1;1064;2;7;5
2020/21;Bayern Munich;Y. M'Changama;2;20;7;17;112;33;4;0;169;12;6;6
2022/23;Chelsea;M. Agazzi;34;6;1;15;721;17;6;1;2783;13;9;7
2020/21;Juventus;J. van den Bergh;11;2;0;54;247;13;0;0;804;9;0;10
2019/20;Real Madrid;C. Kipré;14;29;15;29;793;44;6;1;730;9;4;8
2021/22;Chelsea;J. Horn;14;10;12;21;111;8;6;0;3184;11;4;14
2021/22;Paris Saint-Germain;B. Sagredo;20;4;15;28;539;18;0;2;3451;7;7;5
2018/19;Chelsea;A. Mitryushkin;39;10;17;79;701;22;4;0;679;13;4;7
2022/23;Bayern Munich;N. Lima;7;16;9;15;845;12;5;0;2455;4;4;13
2022/23;Barcelona;R. Gumny;38;1;10;37;711;14;9;1;2458;4;7;3
2017/18;Paris Saint-Germain;D. Tonucci;36;5;2;82;875;27;4;2;443;10;8;4
2018/19;Paris Saint-Germain;M. Sá?ek;37;28;18;30;650;14;2;1;994;4;0;12
2019/20;Juventus;Bruno Brígido;9;11;6;46;370;32;0;1;1047;8;5;2
2019/20;Real Madrid;M. Koné;22;11;13;53;923;34;2;1;513;4;9;2
2020/21;Juventus;D. Lamkel Zé;27;28;17;40;847;45;3;1;3530;8;9;8
2019/20;Bayern Munich;R. Krauße;4;10;2;48;569;39;7;0;1902;8;0;6
2017/18;Manchester United;M. Bogado;14;23;11;14;303;41;4;2;3192;14;6;6
2016/17;Liverpool;P. Mlapa;4;23;6;69;176;36;5;1;2620;3;5;1
2019/20;Liverpool;P. Forsell;21;29;0;46;557;5;4;0;2522;2;9;5
2019/20;Manchester United;T. Jod?owiec;12;4;9;84;555;33;8;2;226;13;5;2
2017/18;Chelsea;Huang Bowen;28;12;9;32;239;15;0;2;2748;11;3;14
2022/23;Paris Saint-Germain;J. Rojas;18;11;8;47;647;16;2;0;702;12;3;2
2019/20;Liverpool;R. Schiavi;5;22;2;61;789;43;6;2;2552;0;2;4
2017/18;Juventus;J. Fuentes;24;14;18;48;720;34;3;2;3541;9;2;11
2019/20;Chelsea;Eddy Silvestre;16;25;7;48;281;29;7;1;1906;5;2;11
2021/22;Bayern Munich;P. Türpitz;29;13;17;59;594;31;9;1;1314;10;5;6
2016/17;Chelsea;M. Araujo;11;16;7;22;100;42;7;0;884;3;8;14
2016/17;Real Madrid;T. Serbest;23;18;4;87;341;42;6;1;1262;0;0;5
2016/17;Juventus;J. Ramis;36;12;3;80;755;13;9;0;3331;12;3;12
2019/20;Manchester United;F. Öztürk;22;14;17;84;413;44;2;2;504;9;6;7
2016/17;Paris Saint-Germain;M. Modolo;34;27;6;18;800;21;0;2;3589;14;6;6
2022/23;Chelsea;J. Walker;8;11;11;52;836;45;4;1;1388;2;5;11
2018/19;Juventus;L. Damour;1;22;15;90;672;37;3;0;2560;11;1;5
2016/17;Real Madrid;I. Jebali;23;23;16;64;317;15;8;0;1495;13;8;14
2021/22;Real Madrid;A. Robinson;38;3;14;32;861;23;5;1;845;6;4;10
2017/18;Juventus;S. Souprayen;22;8;0;50;245;15;5;0;1262;8;8;10
2019/20;Real Madrid;J. Holt;18;4;5;73;842;36;0;0;1205;2;1;12
2021/22;Bayern Munich;A. O'Brien;39;11;15;52;871;40;3;1;2262;0;1;4
2020/21;Bayern Munich;M. Leovac;34;20;8;49;587;12;3;1;3531;13;1;11
2016/17;Barcelona;G. Niedermeier;25;15;0;89;976;48;5;2;891;14;5;10
2020/21;Bayern Munich;José Semedo;37;24;10;52;235;32;8;0;1283;7;3;4
2016/17;Chelsea;C. Kazim-Richards;5;3;5;52;832;39;4;1;3085;4;2;4
2021/22;Juventus;L. Melano;8;11;19;34;871;19;3;2;1554;4;3;2
2018/19;Chelsea;E. Brítez;13;4;9;15;856;32;9;1;1250;14;3;11
2017/18;Bayern Munich;Jon Toral;20;26;4;87;162;37;2;2;2761;3;0;1
2021/22;Barcelona;F. Cubero;38;21;18;34;809;8;0;0;3417;14;1;3
2022/23;Barcelona;N. Röseler;33;28;18;63;904;29;3;0;3244;11;7;9
2017/18;Paris Saint-Germain;M. Richter;3;7;16;93;918;37;4;1;1300;3;8;1
2022/23;Bayern Munich;A. Le Fondre;24;19;17;99;861;27;2;2;799;2;3;4
2016/17;Real Madrid;J. Pérez;33;14;12;87;588;8;1;1;1757;7;8;0
2019/20;Paris Saint-Germain;M. Vigorito;36;7;19;69;765;32;9;1;1888;13;4;13
2016/17;Manchester United;Ricardo Machado;2;14;16;73;643;28;1;2;805;9;2;8
2020/21;Juventus;J. Taravel;39;6;14;42;263;45;9;0;3441;14;4;5
2019/20;Bayern Munich;D. Cataño;27;15;7;38;980;24;4;0;2467;11;3;11
2017/18;Juventus;César;27;25;16;43;964;26;7;0;1685;1;8;13
2018/19;Chelsea;L. Grimi;25;11;14;35;908;48;5;1;952;1;6;3
2019/20;Chelsea;D. Soddimo;38;1;11;93;220;39;6;1;1445;13;5;10
2021/22;Paris Saint-Germain;Ratón;20;0;18;20;994;16;9;2;3273;5;9;12
2016/17;Bayern Munich;Brahim;28;21;15;16;365;35;0;1;676;5;2;2
2022/23;Juventus;Césario Figueirido;8;28;13;90;922;21;7;0;3560;3;4;10
2017/18;Real Madrid;T. van Weert;27;3;1;19;214;16;9;2;649;0;0;13
2017/18;Manchester United;M. Riquero;25;12;1;40;851;18;0;1;1218;0;2;13
2020/21;Paris Saint-Germain;G. Flores;13;6;12;52;205;19;1;2;2857;9;6;5
2020/21;Barcelona;J. Stage;15;15;16;68;617;44;1;2;3416;7;5;11
2021/22;Barcelona;M. Wilson;11;16;4;90;931;6;4;0;2385;6;2;9
2019/20;Real Madrid;Alberto Perea;21;26;5;33;221;38;7;2;2425;13;5;2
2018/19;Manchester United;Avto;16;7;14;82;108;11;7;2;231;1;3;8
2022/23;Barcelona;M. Jahfali;6;15;3;68;446;48;1;0;2184;13;8;13
2021/22;Chelsea;J. Mutch;35;16;13;20;340;23;4;2;281;9;2;9
2016/17;Liverpool;M. Tchokounté;22;16;17;14;898;34;2;2;2292;10;8;14
2022/23;Liverpool;P. Rojas;30;17;12;21;836;13;1;2;323;12;4;2
2022/23;Manchester United;M. Pourié;11;13;16;50;461;16;8;0;1385;12;5;1
2020/21;Chelsea;L. Chambers;14;16;2;22;879;6;7;0;145;13;3;10
2018/19;Manchester United;Vágner Norteiro;36;22;13;15;962;47;4;0;3329;7;5;5
2017/18;Manchester United;M. Cranie;19;25;2;13;864;38;0;2;3491;12;6;2
2022/23;Juventus;Gabrielzinho;21;1;2;81;426;43;2;2;1869;2;2;12
2016/17;Chelsea;J. Sýkora;30;21;9;97;313;14;6;0;1372;9;7;14
2018/19;Liverpool;S. Kingsley;27;8;10;79;136;28;7;2;2846;11;1;5
2020/21;Manchester United;Y. Yoshida;38;23;10;93;109;23;0;2;1898;7;0;8
2016/17;Chelsea;T. Mr?ela;2;0;2;54;735;8;8;2;3480;14;7;10
2021/22;Juventus;D. Lemos;14;25;6;25;377;34;7;1;1440;4;4;4
2016/17;Manchester United;G. Piovi;13;11;6;44;513;32;4;0;1040;10;9;11
2021/22;Juventus;David Bruno;28;13;10;38;298;44;0;1;237;14;4;13
2019/20;Liverpool;H. Olvera;12;13;1;35;470;34;1;1;796;1;8;10
2018/19;Barcelona;M. Sadlok;19;22;11;35;110;31;1;0;2367;5;1;14
2019/20;Liverpool;S. Nsoki;34;2;16;68;791;44;9;2;1728;14;1;10
2022/23;Liverpool;E. Velasco;14;13;7;95;520;41;5;1;3403;10;3;6
2017/18;Juventus;M. Gaus;3;20;1;61;755;12;6;1;1157;11;3;0
2019/20;Juventus;Álex Díez;4;11;0;38;221;13;6;1;3549;5;9;1
2018/19;Real Madrid;D. Ljubicic;3;23;3;78;901;5;7;1;1898;1;1;10
2017/18;Liverpool;Oh Beom Seok;24;29;10;72;732;30;1;2;2721;8;7;9
2022/23;Juventus;M. Al Sahlawi;23;5;3;54;176;36;4;2;657;2;4;0
2016/17;Barcelona;I. Höhn;2;16;9;73;209;17;9;1;3567;10;7;6
2022/23;Juventus;Aridai;37;1;3;38;722;32;9;0;2407;11;3;14
2018/19;Juventus;Macedo;6;9;16;84;674;22;4;2;2218;4;4;0
2016/17;Manchester United;Song Seung Min;35;11;16;69;346;31;5;1;1542;14;4;4
2016/17;Bayern Munich;F. Burbano;38;13;4;85;575;10;3;0;865;8;0;12
2019/20;Chelsea;J. Pelupessy;5;5;14;48;812;33;3;1;1928;5;6;3
2021/22;Barcelona;B. Watson;18;11;14;60;794;20;3;1;570;0;5;12
2020/21;Liverpool;S. Nicholson;38;29;0;86;142;14;9;0;981;2;0;3
2017/18;Juventus;R. Zwinkels;27;10;11;21;566;32;8;1;3205;2;8;1
2020/21;Liverpool;S. Baldock;30;19;0;27;375;14;9;2;3586;7;8;9
2017/18;Paris Saint-Germain;P. Dahlberg;21;10;17;38;848;48;0;2;3118;13;1;0
2020/21;Bayern Munich;T. Watt;25;2;6;82;867;36;2;1;2373;10;1;2
2018/19;Barcelona;M. O'Halloran;17;2;4;77;198;45;3;0;979;11;4;1
2022/23;Barcelona;F. Di Tacchio;32;26;19;76;304;29;4;2;1776;10;4;14
2016/17;Paris Saint-Germain;L. Ibáñez;14;17;5;43;736;11;3;1;3161;12;4;1
2022/23;Paris Saint-Germain;N. ?alasan;14;9;6;59;891;26;8;1;1409;6;0;2
2020/21;Barcelona;D. Zagorac;25;23;10;42;418;34;2;0;1381;11;4;8
2019/20;Real Madrid;Fredinho Mutto;31;29;9;36;532;6;4;2;2815;4;6;10
2016/17;Liverpool;Lluis López;19;16;3;50;868;43;3;1;807;14;2;2
2017/18;Juventus;R. Wood;20;9;15;56;808;33;1;0;1664;11;3;8
2022/23;Paris Saint-Germain;A. Fulignati;17;20;1;80;873;18;3;1;135;6;9;3
2021/22;Manchester United;L. Henderson;37;8;15;53;157;47;5;0;2423;4;1;6
2020/21;Manchester United;F. Flores;12;11;4;65;350;33;2;2;3378;6;4;12
2016/17;Chelsea;T. Pettersson;19;0;18;29;946;45;7;1;2142;1;1;13
2022/23;Liverpool;A. Montalto;20;1;1;54;133;46;6;2;552;12;8;12
2020/21;Barcelona;G. Nauber;38;11;0;41;795;9;6;2;1220;5;8;1
2022/23;Barcelona;S. Andrist;33;24;3;39;797;28;8;1;3123;8;2;9
2020/21;Paris Saint-Germain;L. Payares;34;3;9;12;568;13;2;1;1662;13;9;11
2020/21;Manchester United;O. Gaber;24;16;5;31;710;16;3;0;1666;13;7;12
2018/19;Real Madrid;T. Kane;38;1;1;55;557;40;1;0;1530;10;6;11
2018/19;Bayern Munich;A. Garofalo;1;25;17;37;247;40;0;2;770;3;4;7
2022/23;Manchester United;S. De Petter;29;19;19;57;128;45;5;2;3160;0;1;9
2019/20;Liverpool;Ricardo Nunes;8;23;19;61;718;5;7;1;327;13;7;4
2020/21;Paris Saint-Germain;K. Barmen;33;5;12;18;256;46;0;0;1888;14;2;2
2017/18;Barcelona;A. Maksimenko;6;8;11;89;208;42;6;0;2758;7;6;1
2019/20;Barcelona;L. Godoy;35;12;14;13;485;9;0;0;990;10;0;12
2016/17;Paris Saint-Germain;Thiago Martins;13;8;1;66;179;48;0;0;1704;8;6;9
2020/21;Liverpool;D. Gómez;34;11;12;25;969;11;2;1;2701;13;1;2
2018/19;Bayern Munich;J. Fuentes;23;15;8;50;671;39;0;0;1280;14;0;0
2022/23;Liverpool;J. Koprivec;20;27;16;98;950;34;3;2;1633;8;1;4
2019/20;Juventus;Lucas Fernandes;22;6;5;73;816;12;5;0;2378;6;5;10
2017/18;Juventus;Nosberto Vila;3;12;8;98;602;6;1;1;1349;5;4;14
2020/21;Paris Saint-Germain;David García;7;21;3;70;592;38;3;0;182;14;3;4
2019/20;Real Madrid;R. Tunnicliffe;37;18;11;78;909;36;6;1;2173;6;5;3
2019/20;Manchester United;C. Quaner;26;27;8;43;201;16;6;0;895;12;4;10
2021/22;Bayern Munich;T. Ayasse;4;1;15;83;646;46;6;0;3599;8;0;10
2022/23;Bayern Munich;J. Speroni;7;17;17;75;920;45;5;2;252;3;6;10
2017/18;Bayern Munich;M. Melluso;39;14;18;39;522;39;9;0;1459;12;9;8
2018/19;Bayern Munich;M. Taylor;4;25;16;16;487;45;5;1;2352;14;9;10
2018/19;Juventus;Lee Gwang Hyeok;23;4;9;37;263;28;2;2;1670;9;3;2
2021/22;Paris Saint-Germain;D. Novoa;3;24;2;14;212;13;6;1;1467;7;7;1
2022/23;Chelsea;S. Sabelli;29;20;12;18;467;36;6;0;1138;14;6;1
2020/21;Paris Saint-Germain;T. Gjertsen;6;14;8;43;585;29;0;1;1859;7;3;5
